"prestamo.numprestamo","prestamo.numsucursal","prestamo.importe","prestamo.fecha"
"P-06196","65","47689.47","Sun Jun 15 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06197","25","15601.66","Fri Feb 01 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06200","146","36687.78","Mon Oct 06 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06203","73","86655.53","Fri Jul 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06204","4","94329.33","Thu Jan 24 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06208","23","38595.94","Sat Dec 27 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-06212","74","62730.79","Mon Oct 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06224","85","26932.46","Wed Mar 19 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-06227","92","85376.23","Tue Jun 12 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06237","26","28477.18","Tue Dec 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-06245","16","65793.83","Fri Oct 26 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06257","126","124864.11","Sun May 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06259","16","103739.36","Wed Jun 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06262","37","15113.14","Wed Dec 10 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-06266","85","46702.81","Mon Feb 27 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-06269","153","139079.78","Thu Aug 21 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06270","92","46751.64","Tue Sep 25 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06274","152","49135.75","Thu Dec 26 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06277","148","84079.71","Tue Nov 12 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06278","23","45352.58","Mon Nov 04 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06290","70","142346.69","Sun Apr 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06294","66","58787.37","Thu Mar 13 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-06301","153","38861.67","Thu Apr 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06303","153","130163.14","Sun Mar 09 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-06312","20","29840","Fri Jul 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06317","142","137144.8","Fri Jul 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06328","148","47728.86","Mon Sep 02 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06338","85","73779.65","Sat Dec 06 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-06342","73","93251.96","Mon Nov 18 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06346","154","92492.91","Sun Jan 22 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-06351","16","69368.06","Thu Feb 28 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06353","22","15417.98","Fri Nov 29 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06356","65","12667.6","Tue Oct 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06358","22","150947.74","Tue Jun 24 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06359","70","38068.44","Sat Jan 05 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06368","65","134210.18","Fri Jul 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06369","92","90270.97","Wed Jun 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06385","119","85844.82","Sun Dec 02 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-06389","25","22788.44","Wed Nov 13 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06391","4","148099.89","Wed Jan 15 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-06396","141","57860.8","Wed May 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06405","148","57538.09","Sun Aug 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06406","92","38078.14","Mon Oct 28 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06413","73","32584.21","Fri Nov 02 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-06418","4","31618.17","Sun Aug 11 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06427","52","12254.77","Fri Oct 05 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06429","74","38985.88","Sat Oct 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06435","141","19975.71","Sat Nov 08 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-06461","121","81246.8","Mon Nov 24 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-06462","141","33029.97","Thu Mar 29 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-06464","73","120950.34","Fri Jun 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06472","52","52157.62","Fri Apr 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06477","37","128712.76","Wed Oct 29 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-06480","153","26994.09","Thu Apr 25 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06487","16","139704.45","Thu Jan 24 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06488","187","11709.42","Wed Oct 02 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06491","187","116052.65","Fri Dec 06 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06492","119","18854.18","Wed Jan 25 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-06505","152","144500.45","Thu Apr 26 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06509","74","4622.61","Sun Feb 23 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-06523","153","108374.89","Sun Aug 03 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06534","64","4520.67","Tue Feb 05 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06539","92","100396.58","Sun Aug 05 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06557","52","127330.27","Fri Jan 20 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-06559","126","19171.34","Mon Oct 08 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06561","89","89777.84","Wed Apr 25 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06566","4","48869.45","Wed Apr 25 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06605","16","43041.06","Wed Oct 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06607","52","27330.88","Sat Feb 04 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-06608","26","141018.04","Wed May 16 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06617","52","24479.72","Wed Sep 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06620","85","95861.55","Mon Aug 05 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06621","23","54008.03","Mon Jan 23 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-06622","119","20876.81","Sat Sep 27 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06623","142","102664.19","Sat May 24 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06632","73","37473.14","Sat Nov 22 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-06635","125","134988.99","Sat Sep 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06636","187","66663.63","Thu Mar 29 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-06638","153","96473.04","Mon Aug 25 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06644","121","70453.53","Sun Feb 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-06647","66","47446.42","Thu Feb 16 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-06648","121","23373.3","Wed Oct 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06649","23","104644.3","Sat Sep 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06651","68","65416.39","Sat Aug 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06657","92","19165.6","Sat Sep 01 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06663","22","91051.6","Mon Nov 24 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-06668","92","25664.06","Mon Feb 20 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-06669","125","121697.2","Thu Mar 08 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-06678","73","147207.09","Sun Sep 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06686","152","8316.08","Sun Sep 22 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06690","51","66905.26","Mon Aug 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06699","119","114981.32","Sun Sep 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06709","34","40999.33","Wed Jul 02 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06713","37","90106.74","Mon Jul 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06716","65","91671.32","Sat May 03 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06717","154","56381.09","Wed Jul 03 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06718","101","96443.02","Wed Aug 28 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06726","165","11409","Sat Sep 15 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06728","34","43899.01","Sun Jan 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-06737","92","145781.54","Mon Dec 22 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-06738","4","94871.29","Mon Dec 01 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-06741","92","147366.56","Sun Aug 04 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06742","20","54243.38","Sat Dec 27 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-06754","142","124568.03","Sun Nov 17 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06757","169","70528.05","Thu Aug 22 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06758","68","45934.63","Tue Aug 13 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06762","142","126637.9","Sun Apr 29 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06764","165","89585.08","Sun Jun 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06768","22","128634.59","Fri Nov 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-06783","20","139599.17","Wed Nov 20 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06791","142","10024.71","Mon Apr 16 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06793","4","96389.97","Wed Nov 20 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06808","68","29535.89","Tue Mar 18 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-06813","126","9809.62","Thu Dec 19 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06819","52","23723.62","Tue Apr 16 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06824","52","146705.03","Fri Mar 02 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-06827","51","51943.71","Tue Oct 15 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06831","141","29439.87","Sun Feb 19 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-06832","126","78820.37","Sun Jun 30 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06836","74","116340.9","Sat Oct 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06843","66","56365.76","Wed Feb 19 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-06854","169","42866.79","Mon Oct 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06858","119","85776.49","Sun Nov 25 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-06869","52","131631.96","Sat Apr 19 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06872","187","120958.17","Sat Jun 09 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06874","65","133359.29","Wed May 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06876","146","7044.08","Sat Oct 05 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06879","52","38020.11","Fri Jan 25 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06884","16","131376.42","Wed Dec 18 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06886","26","99734.05","Wed Feb 27 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06888","22","121284.38","Wed Jul 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06900","22","108675.57","Sat Jul 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06904","37","3126.77","Sat Jul 21 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06907","152","43329.63","Sat Jan 11 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-06912","125","141294.69","Tue Feb 05 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06927","52","54981.38","Mon Jun 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06935","22","122107.22","Sat Mar 22 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-06949","34","85084.9","Thu Apr 26 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06952","125","147314.13","Sat Oct 25 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06954","74","10516.84","Sun Jun 01 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06955","74","66064.39","Sun Dec 01 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-06956","146","102495.17","Mon Apr 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06958","141","7192.88","Thu Jul 17 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-06965","37","100312.11","Sun Oct 06 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-06978","25","1256.86","Mon Oct 01 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06983","126","118017.97","Wed Dec 12 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-06985","52","128995.75","Wed Jul 18 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-06996","126","55945.77","Tue Nov 18 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07001","68","92913.9","Wed Feb 27 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-07006","154","14306.97","Wed Sep 17 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07007","154","28029.68","Sat Jan 05 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-07010","187","32830.17","Tue Jun 25 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07014","125","58651.98","Tue Sep 24 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07016","154","25293","Tue Mar 13 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07022","16","137673.17","Fri May 03 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07026","125","67365.1","Thu Feb 14 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-07033","101","30428.71","Fri Jun 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07042","85","108754.77","Sun May 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07045","101","17436.87","Sun Jul 28 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07057","68","117615.4","Wed Aug 06 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07059","34","139132.21","Mon Dec 09 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-07070","20","3512.87","Fri May 25 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07073","121","46254.72","Tue Sep 02 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07076","37","62933.47","Sat Apr 05 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07094","119","102430.24","Fri May 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07107","73","117551.04","Sat Jul 21 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07109","119","23289.4","Sat Jan 18 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07112","34","3660.08","Fri Apr 04 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07116","101","59835.19","Wed Feb 26 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07123","126","33204.89","Sun Jul 28 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07125","101","78142.83","Fri Apr 13 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07132","74","13854.95","Sun Dec 29 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-07135","73","97467.08","Tue Sep 25 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07136","89","119638.19","Thu Jan 02 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07157","141","87109.63","Thu Sep 11 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07159","23","112761.04","Thu Dec 20 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07160","37","89307.07","Sun Nov 18 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07167","92","17222.32","Mon Jul 07 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07169","73","121543.62","Thu Jul 05 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07180","22","60513.11","Tue Mar 11 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07185","146","74545.42","Tue Jan 24 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07186","37","135521.94","Sun Aug 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07190","68","128598.57","Sat Feb 25 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07198","146","13719.54","Sun Jan 19 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07200","121","114376.62","Tue Sep 16 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07212","25","33722.02","Wed Sep 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07217","187","105462.17","Sun Sep 22 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07220","25","92399.99","Tue May 08 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07225","73","69252.7","Mon Sep 02 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07232","154","127807.33","Wed Jul 16 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07243","51","14841.35","Sun May 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07251","68","76769.15","Sat Oct 13 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07252","66","116853.03","Thu Oct 16 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07260","22","41061.8","Wed Oct 10 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07261","4","75288.57","Fri Jul 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07262","165","149685.67","Tue Feb 21 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07270","4","142031.01","Mon Feb 25 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-07273","187","31932.21","Mon Apr 14 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07276","153","110540.13","Sat Mar 15 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07282","26","34002.28","Tue Sep 04 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07290","187","93713.66","Sat Aug 11 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07294","92","37183.56","Mon Jun 16 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07297","165","66856.94","Fri Feb 15 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-07307","152","48058.35","Tue Jul 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07315","26","2906.68","Sun Jul 07 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07334","25","100004.35","Sat Dec 22 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07335","66","61179.2","Sun Jun 29 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07340","73","2126.01","Sat Sep 15 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07342","64","9355.44","Tue Apr 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07346","146","28969.08","Thu Sep 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07348","64","140774.63","Wed Jun 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07351","165","53531.13","Mon Apr 16 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07358","165","73938.35","Fri Jan 10 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07359","16","27099.99","Mon Sep 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07368","74","38147.69","Thu Dec 27 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07369","154","126618.34","Thu Dec 25 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07376","26","148057.4","Thu Apr 05 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07387","34","119021.09","Thu Jul 31 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07392","68","112903.51","Wed Jul 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07398","101","141195.34","Mon Sep 29 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07399","169","79552.93","Sat Apr 05 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07403","26","16040.79","Sun Jan 26 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07409","125","137156.26","Sun Oct 14 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07410","165","105848.01","Tue Aug 13 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07424","73","98450.97","Sun Mar 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07432","51","133734.83","Thu May 01 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07438","65","88808.13","Tue Feb 04 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07444","68","47701.26","Wed Feb 20 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-07448","125","144297.7","Wed Feb 27 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-07449","142","119547.3","Sat Aug 03 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07456","73","139617.72","Wed Oct 30 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-07457","126","6928.23","Sat Mar 22 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07460","70","33892.13","Mon Dec 31 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07461","22","50365.65","Sat Jul 14 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07466","26","63679.42","Wed Nov 21 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07470","73","90686.98","Tue Jan 07 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07474","52","146166.53","Thu Oct 04 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07480","52","147322.74","Fri Jan 17 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07483","4","53512.95","Tue Dec 03 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-07487","153","79286.5","Tue Mar 18 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07488","101","117095.81","Wed Sep 05 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07490","126","150656.73","Mon Jul 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07491","20","142179.27","Mon Dec 10 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07495","66","118141.12","Sat Jan 14 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07496","65","54817.44","Fri Aug 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07507","187","147630.2","Thu May 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07509","37","38063.88","Thu Jan 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07512","64","50518.24","Fri Sep 12 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07517","152","67843.86","Thu Dec 05 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-07521","66","105618.22","Wed Nov 07 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07522","37","116789.15","Sat Oct 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07534","51","66101.19","Sat Sep 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07541","26","128804.88","Wed Jan 11 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07552","152","10098.92","Mon Apr 29 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07564","52","120091.13","Thu Jul 24 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07574","85","34709.09","Wed Aug 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07587","146","28769.67","Sun Mar 04 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07598","154","92919.63","Tue Mar 19 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-07601","169","29791.85","Fri Oct 24 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07611","37","131978.73","Tue Oct 07 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07615","154","108459.91","Thu Oct 16 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07626","70","96877.3","Sun Apr 27 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07629","169","23668.03","Thu Oct 24 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07634","20","126243.85","Wed Feb 06 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-07635","23","120125.83","Sat Apr 20 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07647","121","131346.56","Tue Feb 04 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07654","126","115059.79","Wed Dec 05 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07656","73","119707.7","Sun Mar 09 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07666","152","137887.89","Wed Nov 19 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07668","25","99086.76","Tue Nov 12 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-07678","165","34965.38","Mon Sep 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07682","146","45618.43","Sun Dec 07 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07683","70","24982.69","Thu Jun 12 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07693","187","121205.03","Wed Jan 15 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07694","154","108764.43","Tue Jul 16 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07701","37","127531.88","Fri Jul 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07703","22","56760.04","Sun May 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07704","148","87314.81","Thu Aug 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-07705","4","68972.28","Thu Mar 28 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-07706","52","106710.37","Mon May 28 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07709","23","140710.47","Sun Jul 06 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07713","70","19778.09","Sat Apr 14 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07732","169","125224.75","Sun Dec 23 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07751","101","97798.44","Sun Sep 07 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07752","126","103832.79","Thu Sep 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-07755","121","95394.56","Fri Jul 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07763","146","143036.97","Mon Jun 25 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-07764","165","131680.4","Fri Oct 31 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-07768","121","105635.72","Wed Oct 30 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-07770","154","19658.43","Mon Feb 20 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-07800","101","43071.76","Mon Aug 27 2012 00:00:00 GMT-0500 (hora de verano central)"
